Robot,Distance [m],Levels,Cargo [kg],Elevation [m],Battery Level,Time of Day [h],Battery Error,Energy [kJ]
R1,300.29,4,1.79,16,0.5905351999033328,7.43,0,9.14915
R1,77.05,4,6.57,16,0.8414077525670388,19.52,0,3.52552
R1,234.81,1,5.18,4,0.37464590560978195,13.82,0,18.36799
R2,196.23,2,2.46,8,0.4515685283566112,21.39,0,5.27071
R1,213.04,0,1.33,0,0.5599764109430221,10.13,0,15.21539
R2,276.4,2,3.98,8,0.5601927220404395,23.0,0,8.80499
R1,212.25,3,3.72,12,0.47173922939331847,0.67,0,7.0122
R2,57.32,6,2.15,24,0.29643015616427404,3.99,0,2.42317
R1,189.28,2,0.0,8,0.9845941127444823,11.99,0,13.62726
R2,98.76,2,1.57,8,0.712424396238561,10.06,0,5.37652
R2,118.21,2,2.83,8,0.5584181384846456,8.99,0,3.56964
R1,169.84,3,1.32,12,0.1149503802795232,11.48,0,12.68509
R1,89.77,3,1.0,12,0.7954132433382057,6.28,0,3.12927
R2,319.1,3,0.0,12,0.9767095565745246,0.06,0,5.59404
R1,90.97,4,2.73,16,0.32875576610854895,3.06,0,3.70572
R1,280.77,6,2.57,24,0.7589357978188476,17.98,0,9.30868
R1,197.18,3,2.9,12,0.5199931767087063,18.62,0,6.33248
R1,317.26,3,2.18,12,0.8364780829519829,3.87,0,9.37504
R2,209.02,3,1.8,12,0.7118608783465443,23.16,0,5.23056
R2,320.92,3,4.18,12,0.8510665684541794,15.85,0,19.34582
R1,254.22,3,0.78,12,0.44397413952822296,16.57,0,18.67707
R1,227.62,3,0.0,12,0.36816838328143475,7.03,0,6.37912
R2,308.94,3,4.62,12,0.9386653434108074,0.72,0,10.75909
R1,315.09,3,3.16,12,0.2550132586158548,21.2,0,9.76815
R2,348.9,2,1.33,8,0.8167736777207311,12.18,0,17.38252
R2,119.43,4,4.01,16,0.916664482018205,14.52,0,7.71657
R2,237.49,3,6.0,12,0.6747325109379552,14.27,0,16.15228
R1,237.2,1,5.44,4,0.5252354097632481,20.56,0,7.74102
R1,83.72,4,2.49,16,0.5733826844767305,16.0,0,7.25766
R1,181.43,3,8.7,12,0.4835351460939067,14.94,0,15.42789
R1,216.06,4,3.33,16,0.446499527543998,21.3,0,7.32843
R2,414.58,4,2.13,16,0.5349230968154179,11.16,0,22.11743
R1,129.22,3,6.92,12,0.8371349500820396,12.49,0,10.96418
R1,181.35,4,0.0,16,0.9381758433088464,0.78,0,5.40027
R2,72.4,3,1.29,12,0.9485420220778741,16.25,0,4.15065
R2,63.08,5,3.15,20,0.150200038707603,7.04,0,2.69064
R2,294.96,2,0.65,8,0.7471219494103376,18.49,0,5.7011
R2,135.93,4,0.0,16,0.5863193085102419,0.78,0,2.88896
R2,201.49,1,4.3,4,0.741969603617934,2.06,0,6.80929
R1,80.73,5,0.94,20,0.4334143273022242,15.39,0,6.92063
R2,231.54,3,1.7,12,0.5852899404160794,2.86,0,5.61944
R1,247.95,2,5.5,8,0.9504588009730959,13.6,0,19.3883
R1,165.86,5,0.0,20,0.2394075320358512,9.1,0,12.70666
R1,126.75,4,5.06,16,0.8119601861038579,7.08,0,5.0588
R1,211.6,3,1.87,12,0.33821543069734705,15.86,0,16.00375
R2,169.33,3,4.47,12,0.722523098982814,9.15,0,10.6413
R2,110.97,3,5.71,12,0.9153289687184962,7.24,0,4.6507
R2,311.49,2,3.31,8,0.877057796907033,13.7,0,17.78358
R2,140.56,3,2.23,12,0.42876444357042043,13.06,0,8.0851
R2,110.6,4,3.45,16,0.38343064698377716,17.92,0,3.87387
R1,149.21,3,1.72,12,0.23231476342370427,8.4,0,4.66229
R2,80.93,4,0.0,16,0.6522101967572809,14.77,0,4.44379
R2,232.98,2,4.12,8,0.8039382127392922,9.82,0,14.0681
R1,137.13,2,1.83,8,0.598957788134914,4.47,0,4.20195
R2,228.51,4,0.76,16,0.6104641229163038,11.34,0,11.72472
R2,69.84,2,5.38,8,0.6659493917698799,7.14,0,2.84925
R1,97.51,4,3.9,16,0.6506672875565334,5.99,0,3.73095
R1,193.98,1,4.2,4,0.44007000024342513,0.1,0,6.21088
R2,102.08,1,1.21,4,0.31921090385772455,19.7,0,2.34282
R2,97.04,3,1.74,12,0.8029664243478883,22.38,0,2.79029
R2,217.13,3,0.73,12,0.4990109802909052,6.61,0,4.75341
R2,312.01,2,7.44,8,0.674930092285956,5.25,0,13.85859
R2,78.7,4,3.25,16,0.8866632943482649,0.47,0,3.02723
R1,201.32,4,0.0,16,0.738343688436081,20.86,0,5.88625
R1,277.67,4,0.78,16,0.640878789862658,23.37,0,8.22615
R2,167.82,2,3.33,8,0.4248099438710332,21.43,0,5.11423
R1,100.22,3,1.31,12,0.7187149122118823,13.95,0,8.09878
R1,330.71,2,0.0,8,0.7982804243066469,3.07,0,8.60642
R1,221.22,4,7.53,16,0.5851782755855388,13.14,0,18.56429
R1,292.64,2,0.67,8,0.6033136982940237,18.22,0,8.03156
R2,193.81,4,1.07,16,0.8823470107922465,19.77,0,4.6367
R2,133.55,3,3.17,12,0.2883235897686435,2.96,0,4.18623
R2,110.42,2,0.64,8,0.3484370492199683,0.81,0,2.45536
R1,68.58,2,6.93,8,0.6581869439607833,12.9,0,5.91235
R1,155.71,4,0.36,16,0.5989478714873557,18.39,0,4.77563
R2,195.31,4,2.0,16,0.8799517577996734,11.38,0,10.83553
R1,311.28,4,1.82,16,0.7514601544637729,8.67,0,9.21553
R1,155.06,3,0.0,12,0.5241241955017725,2.45,0,4.51743
R1,213.12,4,4.04,16,0.56616812489349,7.19,0,7.35587
R1,166.75,2,0.0,8,0.732045902110608,7.88,0,4.69996
R2,75.21,3,2.78,12,0.3915895519681952,8.39,0,2.64718
R2,131.82,3,3.25,12,0.8740581406130099,12.96,0,7.90642
R2,349.81,5,6.99,20,0.8064940788756678,14.49,0,24.77729
R2,333.41,3,3.89,12,0.9706843809975741,10.48,0,20.2395
R2,218.16,4,0.0,16,0.3684913134179537,6.63,0,4.39409
R1,347.72,0,1.02,0,0.8251474685493716,22.95,0,9.04222
R1,183.83,2,6.29,8,0.7843488064167669,15.04,0,15.16917
R2,319.28,2,3.1,8,0.6686268741028503,6.44,0,9.16182
R2,128.57,4,2.0,16,0.8693170432922493,5.9,0,3.73891
R1,86.81,1,2.05,4,0.5830451423692395,21.02,0,2.55374
R2,170.55,3,2.28,12,0.738294043818805,20.49,0,4.68042
R1,318.89,3,7.65,12,0.5092073726778859,2.33,0,11.77377
R2,62.41,5,0.27,20,0.6857443779700665,10.74,0,3.55553
R1,191.88,4,0.55,16,0.7042673728309299,10.33,0,14.56172
R2,56.13,3,2.7,12,0.6012054885567559,10.29,0,3.50106
R2,212.66,4,1.56,16,0.28245643434724144,12.53,0,11.04239
R1,59.22,4,2.81,16,0.7476426596860365,23.06,0,2.7095
R1,309.1,2,6.71,8,0.6534106129349145,20.38,0,10.87053
R2,190.68,4,5.65,16,0.9881114273801734,9.79,0,13.24199
R1,274.91,4,7.35,16,0.8579318482608018,17.06,0,10.42962
R1,440.08,3,7.18,12,0.6629021268673576,18.76,0,16.1021
R1,216.2,4,0.0,16,0.9539968465804614,3.93,0,6.31009
R2,226.9,3,2.03,12,0.8636764045686243,23.31,0,5.87058
R1,160.34,2,1.87,8,0.8326931545493019,15.59,0,12.10074
R2,106.92,3,0.6,12,0.8897756956799256,21.22,0,2.51047
R2,143.94,2,1.37,8,0.39978499997369177,10.79,0,7.48884
R1,170.8,3,7.6,12,0.6714687736303504,12.58,0,14.76494
R1,135.55,3,0.36,12,0.43515164600320533,7.36,0,4.0963
R1,100.77,2,0.41,8,0.6450178199013645,2.64,0,3.15898
R2,168.51,3,3.67,12,0.8878732947672536,19.43,0,5.63527
R1,222.79,1,1.23,4,0.9291470571370044,5.82,0,5.96742
R1,279.72,3,3.5,12,0.6841624698885325,14.31,0,21.53431
R2,62.63,2,3.8,8,0.4148652745984951,7.21,0,2.37633
R2,109.99,3,6.95,12,0.9085479451392151,8.03,0,5.0175
R2,220.02,2,6.04,8,0.8822663083776967,1.83,0,8.73505
R1,81.31,4,5.98,16,0.5610023862925091,2.49,0,3.60779
R1,140.14,4,2.88,16,0.5106233480445109,5.49,0,5.05711
R2,122.5,2,4.44,8,0.7430448706840802,8.25,0,4.384
R2,121.44,3,1.84,12,0.6937002939495183,16.1,0,6.77655
R1,360.78,3,1.67,12,0.5847661431832414,17.99,0,10.36716
R2,77.62,5,4.1,20,0.7553212188151536,13.08,0,5.55594
R1,245.25,3,2.54,12,0.4942823288848759,11.82,0,18.58757
R2,61.44,1,3.08,4,0.8409949596731224,14.97,0,3.45577
R2,89.55,4,3.22,16,0.7832873418655859,12.32,0,5.65392
R1,56.45,4,3.24,16,0.7292571186212096,23.8,0,2.54529
R1,209.99,3,2.06,12,0.2037788631259202,5.0,0,6.46906
R1,212.23,4,0.79,16,0.7594615079042412,12.32,0,16.02123
R1,230.77,3,3.03,12,0.6568353756987919,0.92,0,7.28742
R2,390.91,4,5.42,16,0.7275438398119474,20.07,0,14.58292
R2,360.55,4,2.46,16,0.26472685527312334,22.2,0,9.62487
R2,103.75,3,4.9,12,0.41881883386912533,23.63,0,4.12654
R2,115.34,4,2.92,16,0.8237650822738978,5.59,0,3.80312
R2,281.42,3,4.97,12,0.4164444865690412,19.73,0,10.16701
R1,219.29,3,1.45,12,0.6930232126891043,22.03,0,6.43911
R1,176.99,3,3.36,12,0.4653569857433584,0.38,0,5.98886
R2,243.88,4,0.99,16,0.8056336309061893,0.38,0,5.51519
R1,133.47,4,0.3,16,0.956927926160926,0.62,0,4.1713
R1,144.91,4,6.63,16,0.9212730978502528,21.21,0,5.8504
R1,126.93,4,8.01,16,0.5805842571145977,17.99,0,5.60062
R2,189.73,3,1.92,12,0.6239789591531759,22.68,0,4.95486
R2,185.37,1,2.14,4,0.8414656886296492,16.64,0,9.97347
R1,102.72,3,0.0,12,0.14685892100443354,20.76,0,3.43255
R2,307.11,3,4.3,12,0.6334075767642366,19.05,0,10.2786
R1,265.81,3,8.81,12,0.28155034914318045,21.58,0,10.65822
R1,82.72,3,5.83,12,0.7977646406709253,3.2,0,3.30541
R2,66.09,3,0.85,12,0.3675439923820296,22.59,0,1.91459
R1,127.2,3,2.78,12,0.5183774512835935,17.53,0,4.29997
R1,154.28,3,4.52,12,0.7539758992242219,4.71,0,5.55867
R1,269.89,3,1.94,12,0.5826050810169788,14.96,0,20.17587
R1,251.96,4,2.42,16,0.5518182113297697,15.41,0,19.26017
R1,193.77,3,2.72,12,0.18869670584326692,20.64,0,6.30666
R2,125.33,4,2.2,16,0.9741819373749688,13.39,0,7.11108
R2,387.09,4,2.87,16,0.7098309858114165,8.27,0,10.95997
R2,351.54,4,7.54,16,0.79146697409046,20.57,0,15.76925
R1,168.15,3,3.83,12,0.8220797643420046,6.09,0,5.96132
R2,204.48,4,4.73,16,0.48133703115357174,17.4,0,7.47181
R1,108.12,1,1.08,4,0.8487988278967515,11.88,0,8.02503
R2,382.79,2,5.36,8,0.7229876310924921,7.57,0,13.85059
R2,83.56,3,0.53,12,0.802212721011402,16.42,0,4.40176
R1,97.78,4,1.74,16,0.7647789046193293,13.0,0,8.06443
R2,216.79,4,3.05,16,0.8259446010328177,8.08,0,6.70441
R2,248.01,2,0.88,8,0.4832923681336234,16.16,0,12.16014
R1,159.02,3,4.54,12,0.47702875101804876,12.62,0,12.79565
R1,281.5,5,4.72,20,0.7940759856155091,17.37,0,9.95385
R1,242.48,2,2.42,8,0.5660926589550348,20.52,0,7.18535
R1,134.99,3,3.87,12,0.501306268857981,14.98,0,10.96109
R1,101.4,3,0.0,12,0.5575340856534627,17.67,0,3.35281
R2,113.06,3,7.45,12,0.8307804784461841,9.55,0,8.67544
R1,105.72,4,1.88,16,0.6516579015634825,2.84,0,3.86588
R1,262.56,4,1.09,16,0.5127488753209957,14.78,0,19.95948
R2,217.4,3,2.57,12,0.4315958245889514,19.72,0,6.25396
R1,90.85,1,5.69,4,0.698925191309898,19.69,0,3.45266
R2,249.68,3,0.0,12,0.3862716036809002,16.33,0,11.42882
R1,74.86,2,1.43,8,0.671960120283112,23.06,0,2.44017
R2,154.65,5,1.19,20,0.4704075478851468,6.34,0,4.17757
R1,57.55,5,2.79,20,0.44269343445253717,15.57,0,5.37417
R1,73.75,2,4.1,8,0.792897542386307,2.55,0,2.65268
R1,352.61,3,0.0,12,0.9613089942823848,19.77,0,9.6432
R1,95.2,3,0.0,12,0.3083182093445417,15.89,0,7.54801
R1,287.84,2,1.2,8,0.896273555975981,4.1,0,8.03013
R1,131.98,3,4.71,12,0.9533586484243267,13.73,0,10.81564
R1,143.27,4,3.98,16,0.6809043490532631,18.81,0,5.4072
R1,141.91,1,0.51,4,0.16008261305210036,2.22,0,3.94548
R1,93.52,2,4.15,8,0.44339933578630375,2.49,0,3.43878
R2,158.08,5,4.57,20,0.4834438970791104,14.9,0,10.46835
R2,132.27,5,5.49,20,0.932100548349185,9.23,0,9.24886
R1,141.26,4,1.08,16,0.58027267132501,22.62,0,4.66749
R2,173.79,3,3.97,12,0.08134102901965534,11.87,0,15.16289
R1,122.92,3,5.16,12,0.5263868867981829,22.27,0,4.6021
R1,239.79,3,2.79,12,0.5536194246666649,6.53,0,7.65932
R1,110.2,3,6.16,12,0.6121541759220473,21.07,0,4.25645
R2,123.67,3,1.89,12,0.601671245111504,3.25,0,3.49087
R1,107.82,2,5.89,8,0.8184569872142866,12.53,0,9.04457
R2,51.63,4,6.68,16,0.590184782895594,14.02,0,4.37066
R2,308.92,4,6.15,16,0.5509605751945653,7.92,0,12.59833
R2,125.45,4,2.46,16,0.7463387656500806,1.38,0,3.89778
R2,152.17,2,5.12,8,0.8091485598799605,18.57,0,5.62897
R2,79.06,5,0.86,20,0.8674575625741245,21.34,0,2.46255
R2,103.55,3,0.0,12,0.5905611373430758,1.19,0,2.37983
R1,194.57,3,0.58,12,0.8298253236341715,19.75,0,5.64879
R1,132.19,3,0.82,12,0.8521831430023217,23.02,0,4.15094
R1,116.05,3,0.92,12,0.5947043802690355,11.5,0,8.76861
R1,172.27,3,0.21,12,0.43969916243527474,16.83,0,12.56845
R2,165.27,3,0.0,12,0.8072374748357486,18.47,0,3.28447
R1,200.68,2,1.35,8,0.9037622062857595,14.69,0,14.99648
R2,186.87,4,4.32,16,0.8423217813593915,5.97,0,6.67144
R2,130.93,3,4.72,12,0.8217186704595772,22.57,0,4.97477
R2,120.5,4,0.81,16,0.5765378598361417,7.91,0,2.90238
R2,176.01,2,1.04,8,0.1485154386265536,0.91,0,4.07617
R1,119.01,3,0.0,12,0.5768437543896932,14.79,0,8.99002
R1,192.7,4,7.29,16,0.7811984771935605,9.61,0,16.22211
R2,129.23,2,3.25,8,0.5622145626543518,0.03,0,4.05144
R1,50.62,4,1.79,16,0.5815387154005047,21.56,0,2.46257
R1,58.26,2,2.55,8,0.8719518727857931,16.19,0,4.67516
R1,62.67,5,3.29,20,0.09583550261445228,22.8,0,3.66773
R2,182.02,4,3.24,16,0.8148662789088474,8.29,0,6.00535
R1,271.67,3,6.39,12,0.8841139071613148,2.77,0,9.98124
R2,94.6,3,4.37,12,0.7318857896138944,15.08,0,6.31565
R2,58.34,3,3.54,12,0.474159817807994,19.97,0,2.35084
R1,125.18,2,0.0,8,0.5940800092279059,9.41,0,8.99849
R2,431.16,5,0.53,20,0.5747213159102478,14.34,0,20.83335
R2,87.22,2,7.24,8,0.3195099449571819,12.01,0,6.66898
R2,160.57,2,2.76,8,0.9477412502079826,10.52,0,9.08979
R1,119.74,2,0.0,8,0.4377324414396342,19.41,0,3.42082
R1,309.11,2,5.45,8,0.9638966760769293,16.93,0,24.26356
R2,311.6,2,6.76,8,0.7788699594652694,21.52,0,13.00037
R1,246.97,4,2.86,16,0.9175015338487758,4.88,0,8.06014
R2,279.29,3,3.38,12,0.7953762575210852,20.59,0,8.59442
R1,307.56,3,0.6,12,0.6253343492095671,0.11,0,8.53852
R1,104.9,3,0.96,12,0.795826933307995,15.41,0,8.34991
R1,207.16,3,4.04,12,0.6534623773211967,9.54,0,16.46641
R2,213.05,1,1.12,4,0.3839280052645715,10.65,0,10.32777
R1,58.18,3,3.04,12,0.5859773824363497,19.99,0,2.39258
R2,192.01,4,1.46,16,0.48423164463982926,20.92,0,4.96301
R2,184.61,4,6.42,16,0.6881046448805915,21.47,0,8.06492
R1,210.9,4,2.32,16,0.5101532274621551,8.49,0,6.65243
R2,273.41,3,6.93,12,0.9123649758839473,0.11,0,11.73964
R2,326.95,2,0.53,8,0.7507448438758484,23.27,0,6.29255
R1,255.64,3,0.73,12,0.5774228146005647,22.42,0,7.36195
R2,98.0,1,7.43,4,0.5385185085574724,16.84,0,7.41124
R2,114.67,4,2.99,16,0.3278327154624603,7.44,0,3.83743
R1,159.01,5,0.77,20,0.6727788600173732,1.34,0,5.11773
R2,136.16,3,2.13,12,0.1405708306622283,13.58,0,7.47041
R1,256.31,2,1.24,8,0.45944909947418655,0.85,0,7.3187
R2,113.29,4,0.0,16,0.7313079424809013,4.09,0,2.57274
R1,233.14,3,1.17,12,0.3776248180261509,10.01,0,17.30277
R1,286.12,2,4.12,8,0.8707144485002732,10.0,0,21.76903
R2,177.14,2,1.01,8,0.3382369421945456,10.13,0,8.87632
R1,356.04,3,1.24,12,0.860758317498901,17.87,0,10.32672
R1,215.12,4,6.55,16,0.820453496382628,13.13,0,18.01093
R1,237.77,3,0.0,12,0.5278253763961442,7.1,0,6.52247
R2,255.16,2,2.55,8,0.7976360315719677,3.44,0,6.75325
R2,195.86,3,2.18,12,0.56357181118517,10.38,0,10.89601
R2,191.83,3,3.48,12,0.9315318690689491,2.5,0,6.13242
R1,314.18,3,4.15,12,0.8402283301537067,15.9,0,24.52441
R2,260.16,3,2.05,12,0.8205930719068681,23.5,0,6.69481
R1,79.59,1,5.42,4,0.6443663174229277,9.7,0,6.51602
R2,162.81,5,5.95,20,0.68993886374991,0.27,0,7.11881
R1,239.7,4,3.04,16,0.18950648330723163,19.91,0,7.98193
R1,192.68,4,1.47,16,0.8311517132803035,2.04,0,6.13162
R1,113.55,2,2.93,8,0.713455875790128,10.57,0,8.93511
R2,97.08,3,3.41,12,0.40562582333364583,11.54,0,6.07489
R1,82.29,2,8.96,8,0.7130318167179965,7.13,0,3.57706
R1,78.8,1,0.0,4,0.7769969155105212,5.67,0,2.33057
R1,225.56,2,1.82,8,0.5419611227326678,19.28,0,6.67037
R1,202.26,3,2.25,12,0.5991496754309773,11.32,0,15.24573
R2,181.49,2,3.24,8,0.6316155452711734,1.9,0,5.40603
R1,182.34,4,7.54,16,0.5449225417211097,8.87,0,7.38567
R2,134.36,4,3.48,16,0.8583146864932591,17.26,0,4.55263
R1,175.44,5,4.73,20,0.655208005710628,18.28,0,6.8448
R2,157.87,3,4.3,12,0.5002546669265312,6.39,0,5.67215
R1,82.39,2,7.18,8,0.8052060532502904,19.75,0,3.35895
R1,118.48,3,1.07,12,0.669017077822073,13.96,0,9.09591
R1,277.17,2,0.0,8,0.5401498690519766,12.22,0,20.07737
R1,54.88,2,0.65,8,0.23215158624813892,16.07,0,4.36103
R2,175.45,3,3.56,12,0.400335336151887,16.37,0,10.60746
R2,198.15,2,0.93,8,0.9455208169247684,20.82,0,4.17372
R1,290.25,1,2.06,4,0.7136903830496487,10.28,0,21.09513
R2,168.58,3,4.36,12,0.5861718032120836,8.72,0,6.01799
R1,394.09,4,0.57,16,0.5880521925614747,18.69,0,10.84777
R1,100.57,4,4.05,16,0.6410366318594151,9.11,0,8.77046
R1,146.86,3,4.0,12,0.87425494809661,6.67,0,4.97859
R2,103.05,3,7.01,12,0.5468907450968122,19.46,0,4.99544
R1,307.88,3,2.84,12,0.6781044650724519,22.82,0,9.46312
R1,69.71,1,6.05,4,0.7013605469356109,1.54,0,2.56279
R2,272.13,4,2.92,16,0.7465941570037862,21.74,0,7.92705
R2,180.63,1,6.91,4,0.1784619659628992,13.38,0,12.68003
R2,262.13,4,4.18,16,0.5598163665741982,12.05,0,16.17486
R2,109.93,3,1.15,12,0.9124800327077813,20.81,0,2.75702
R1,111.51,2,2.23,8,0.691392864477824,16.12,0,8.66957
R2,179.1,5,0.33,20,0.930675690138272,6.57,0,4.15552
R1,107.36,3,5.03,12,0.7667642162269203,5.72,0,4.11873
R1,205.78,3,4.29,12,0.5456995033659768,14.61,0,16.27769
R1,266.4,6,0.0,24,0.7394068794190833,5.95,0,7.89546
R1,254.15,2,0.0,8,0.3183275468401888,5.81,0,6.76981
R2,210.36,3,6.25,12,0.7801615552893737,6.64,0,8.679
R1,204.0,1,6.75,4,0.3285963159499087,10.42,0,16.26091
R1,372.03,3,6.34,12,0.6723891583810535,21.65,0,13.04924
R1,230.24,2,1.76,8,0.4940858264411667,16.33,0,16.9897
R2,364.41,5,1.02,20,0.7723799057773764,4.71,0,8.03659
R1,145.98,4,1.54,16,0.21815435137247974,1.33,0,4.82446
R2,152.46,3,1.51,12,0.7877184075025718,10.54,0,8.00107
R2,179.54,4,3.02,16,0.5145716773483182,3.63,0,5.56395
R1,97.0,4,3.04,16,0.23204466800283408,7.82,0,3.7277
R1,60.15,3,2.64,12,0.45485047305390003,17.74,0,2.52125
R2,296.76,3,2.06,12,0.868715811285938,21.17,0,7.63292
R1,146.31,3,5.29,12,0.8408015357000734,9.94,0,11.78379
R1,95.43,3,4.07,12,0.4815762725417261,15.89,0,7.85615
R2,232.96,2,0.82,8,0.7041470836941446,21.7,0,4.81715
R2,305.8,2,6.13,8,0.46910478788139887,9.2,0,20.55292
R1,178.99,4,2.0,16,0.6136323009078993,1.71,0,5.99898
R2,227.27,4,3.59,16,0.9675750851779563,13.62,0,13.58739
R1,161.51,5,1.99,20,0.9020483820822093,9.16,0,12.9371
R1,129.71,4,0.0,16,0.8561793460024325,2.11,0,4.08483
R1,192.11,3,2.6,12,0.645070155241134,19.93,0,6.18111
R2,128.3,3,0.0,12,0.8170565415785874,10.48,0,6.17911
R2,126.0,3,0.0,12,0.2857626128358165,12.82,0,5.99642
R2,228.21,4,4.03,16,0.24757102240589568,20.15,0,7.81639
R1,63.64,2,2.17,8,0.8988033854039627,20.64,0,2.4649
R1,175.01,2,1.32,8,0.476248461090793,5.1,0,5.21432
R2,95.24,4,5.75,16,0.9286283419226682,20.57,0,4.34194
R2,207.88,5,3.62,20,0.5666754695503339,1.51,0,6.72705
R2,258.47,5,6.48,20,0.40300999543924454,0.14,0,11.42176
R2,175.57,3,2.9,12,0.6008660406446837,9.38,0,10.13521
R2,195.86,3,6.8,12,0.4436161235152636,12.11,0,14.29931
R2,121.57,4,0.93,16,0.6420209549792375,5.64,0,2.99469
R2,223.1,3,1.89,12,0.4447120795243821,21.34,0,5.66202
R1,140.02,4,0.0,16,0.39697645055840614,14.74,0,10.74948
R2,218.85,4,0.0,16,0.7868008197014537,14.36,0,10.32741
R1,200.98,1,1.26,4,0.6151822324694931,6.79,0,5.60441
R2,251.5,3,1.48,12,0.43117477134698834,4.12,0,6.08323
R1,288.89,4,0.0,16,0.5630181995340005,17.56,0,8.06742
R1,94.5,3,6.81,12,0.6477533309719068,13.22,0,8.28386
R2,309.49,3,4.38,12,0.5250228766213715,19.46,0,10.32221
R1,110.21,3,2.33,12,0.3527604900155481,14.41,0,8.92432
R1,161.69,3,0.0,12,0.7347503196327383,20.54,0,4.72066
R1,253.56,5,0.52,20,0.8741628582046703,23.19,0,7.67461
R1,228.33,2,2.97,8,0.9982140642027889,22.95,0,7.11708
R1,65.3,3,2.77,12,0.727852241864896,21.84,0,2.77574
R2,111.55,4,4.37,16,0.8041028001252083,22.73,0,4.07867
R2,164.84,2,1.29,8,0.6577610553755902,4.81,0,3.91469
R2,305.68,3,4.16,12,0.7074623031379685,21.46,0,10.07582
R1,171.35,3,5.31,12,0.6186582418913844,23.24,0,6.1869
R2,146.27,5,3.2,20,0.5033239280706419,13.9,0,9.02764
R2,168.19,3,2.78,12,0.2641416700496796,10.56,0,9.62961
R2,99.85,3,3.12,12,0.7737145619205439,4.53,0,3.25373
R1,104.25,4,3.9,16,0.5203703728268763,15.1,0,8.67256
R2,253.62,3,1.16,12,0.6724312595951585,19.96,0,5.73966
R1,239.59,2,4.04,8,0.6342854786963394,9.69,0,18.5317
R1,122.91,1,2.75,4,0.7112203650694822,10.57,0,9.27669
R2,129.42,3,2.74,12,0.9354695353053107,18.9,0,3.88521
R2,361.64,4,8.03,16,0.7810246986271365,10.52,0,27.22238
R2,231.0,1,4.94,4,0.7809286991063414,7.92,0,8.1023
R2,95.98,3,6.71,12,0.8540376562968001,2.27,0,4.50829
R1,268.56,3,6.36,12,0.7818496731484541,6.34,0,9.70605
R2,69.53,3,0.0,12,0.8848923242930702,5.44,0,1.71999
R2,261.86,3,3.7,12,0.30363471673916564,18.35,0,8.3141
R2,133.97,1,1.87,4,0.6111588856512664,17.0,0,7.21623
R1,179.35,3,4.67,12,0.6720155429276476,2.83,0,6.3563
R1,103.12,3,1.18,12,0.7073434190005894,4.83,0,3.50497
R1,177.47,1,1.66,4,0.9366038425668698,3.1,0,4.9361
R2,211.97,3,3.57,12,0.4327288325432499,4.32,0,6.83056
R2,105.24,4,0.0,16,0.9445105981587281,1.27,0,2.42851
R1,98.7,2,5.83,8,0.7648454313797316,1.89,0,3.73433
R2,270.25,3,0.67,12,0.8424457924783625,22.09,0,5.4542
R1,51.95,5,4.75,20,0.7154871102667568,0.73,0,2.91395
R2,241.12,2,0.37,8,0.39888055245863663,13.93,0,11.67804
R2,103.38,3,4.96,12,0.5215595236036948,22.43,0,4.07115
R1,354.74,0,5.7,0,0.5156051117882069,21.38,0,11.77208
R2,220.92,4,0.89,16,0.8328793627699207,23.95,0,4.83162
R1,226.73,2,3.51,8,0.5824203964611168,6.06,0,7.26221
R1,163.08,4,4.93,16,0.4111976077762458,19.11,0,6.18033
R2,255.65,4,8.01,16,0.658178443749605,4.39,0,12.27838
R1,192.92,2,1.7,8,0.46007656472981273,13.58,0,14.34919
R2,245.45,1,8.06,4,0.8041596985265445,2.35,0,11.23363
R1,82.02,3,1.03,12,0.37953167911632657,12.16,0,6.52334
R2,179.89,3,5.76,12,0.7641264175030613,20.78,0,7.27386
R2,163.06,4,1.3,16,0.9511865576177196,19.53,0,4.16072
R1,210.66,2,2.42,8,0.8753329555933831,10.51,0,15.69317
R1,132.98,3,6.68,12,0.34905267746057655,18.14,0,5.11221
R1,245.07,2,1.23,8,0.9649235013516306,11.39,0,18.15587
R2,92.24,5,1.8,20,0.6224480378623582,14.44,0,5.5644
R2,146.44,1,6.51,4,0.7290872065335211,16.5,0,9.98493
R1,290.26,3,0.0,12,0.5698218140473986,10.92,0,20.5921
R1,97.4,3,1.02,12,0.5744781952108149,4.93,0,3.12571
R2,115.16,4,0.79,16,0.27020098396329995,0.51,0,3.11455
R2,106.65,1,4.58,4,0.5389829763019129,20.9,0,3.81142
R1,237.81,3,1.8,12,0.5456422023143188,23.84,0,7.2506
R2,185.98,2,5.08,8,0.8797538770390311,17.87,0,6.9504
R1,194.9,3,5.87,12,0.6402035857773836,10.7,0,16.19841
R2,314.53,3,6.26,12,0.2716335126620141,18.36,0,12.77939
R2,299.78,1,0.87,4,0.8511246996996995,8.46,0,6.00999
R2,111.84,3,2.68,12,0.7283419272695075,8.15,0,3.36948
R2,175.71,3,1.08,12,0.5828070987402525,2.35,0,4.13579
R1,233.62,2,5.02,8,0.7887801135989971,0.46,0,7.87533
R2,215.98,3,0.0,12,0.3236785297787873,16.69,0,10.09259
R1,164.79,3,4.61,12,0.9033948169574975,16.12,0,13.33798
R1,211.8,2,1.82,8,0.8232674309993739,23.97,0,6.23454
R2,363.85,3,2.68,12,0.5653036837392525,19.89,0,10.14429
